id,staffid,age,gender,tenuretrack,nonenglish,courseevaluation,students,division,beauty
230,31,63,m,0,0,3.4,10,U,-0.09855679
231,31,63,m,0,0,3,47,U,-0.09855679
31,32,47,m,1,0,4.7,15,U,-1.0123061
232,32,47,m,1,0,3.9,14,U,-1.0123061
233,32,47,m,1,0,2.8,12,U,-1.0123061
32,33,39,m,1,0,3.9,246,L,0.48833144
234,33,39,m,1,0,3.7,316,L,0.48833144
235,33,39,m,1,0,4.6,15,U,0.48833144
236,33,39,m,1,0,4.2,15,U,0.48833144
237,33,39,m,1,0,4.4,29,U,0.48833144
33,34,47,f,1,0,4,21,L,-0.17195055
238,34,47,f,1,0,3.8,8,U,-0.17195055
239,34,47,f,1,0,4.1,16,L,-0.17195055
240,34,47,f,1,0,3.7,26,L,-0.17195055
241,34,47,f,1,0,4.1,10,U,-0.17195055
242,34,47,f,1,0,3,26,L,-0.17195055
243,34,47,f,1,0,3.2,26,L,-0.17195055
244,34,47,f,1,0,2.8,26,L,-0.17195055
245,34,47,f,1,0,4.7,21,L,-0.17195055
246,34,47,f,1,0,4.2,12,L,-0.17195055
247,34,47,f,1,0,3.2,27,L,-0.17195055
248,34,47,f,1,0,3.1,27,L,-0.17195055
249,34,47,f,1,0,4,25,L,-0.17195055
34,35,54,m,1,0,4.3,15,U,-1.1679069
250,35,54,m,1,0,4.2,15,U,-1.1679069
251,35,54,m,1,0,4.3,17,U,-1.1679069
35,36,44,f,1,0,3.8,55,U,0.9525534
252,36,44,f,1,0,3.3,48,U,0.9525534
253,36,44,f,1,0,4.1,21,U,0.9525534
254,36,44,f,1,0,3.7,39,U,0.9525534
36,37,47,m,1,0,3.8,27,U,-1.1404574
255,37,47,m,1,0,3.3,14,U,-1.1404574
256,37,47,m,1,0,3.8,26,U,-1.1404574
257,37,47,m,1,0,3.4,16,U,-1.1404574
258,37,47,m,1,0,4.2,16,U,-1.1404574
259,37,47,m,1,0,3.8,13,U,-1.1404574
260,37,47,m,1,0,3.5,14,U,-1.1404574
261,37,47,m,1,0,3.3,17,U,-1.1404574
37,38,62,m,1,0,4,13,U,-0.81611717
262,38,62,m,1,0,4.3,15,U,-0.81611717
263,38,62,m,1,0,4.1,10,U,-0.81611717
38,39,60,m,1,0,4.6,34,U,-0.48374557
264,39,60,m,1,0,4.5,16,U,-0.48374557
265,39,60,m,1,0,4.5,14,U,-0.48374557
266,39,60,m,1,0,4.6,12,U,-0.48374557
267,39,60,m,1,0,4.4,39,U,-0.48374557
268,39,60,m,1,0,4.1,35,U,-0.48374557
269,39,60,m,1,0,4.5,45,U,-0.48374557
270,39,60,m,1,0,4.3,45,L,-0.48374557
39,40,37,m,1,0,3.5,17,U,0.8450468
40,41,42,m,1,0,4.7,14,U,-0.32612774
271,41,42,m,1,0,4.4,14,U,-0.32612774
272,41,42,m,1,0,4.9,14,U,-0.32612774
273,41,42,m,1,0,4.7,12,U,-0.32612774
274,41,42,m,1,0,4.6,15,U,-0.32612774
41,42,35,m,1,0,4.2,51,U,0.1865589
275,42,35,m,1,0,4.8,23,L,0.1865589
276,42,35,m,1,0,4.2,57,U,0.1865589
277,42,35,m,1,0,4.6,50,L,0.1865589
42,43,39,f,0,0,3.4,24,L,1.8816743
278,43,39,f,0,0,4.7,23,U,1.8816743
279,43,39,f,0,0,4.6,23,U,1.8816743
280,43,39,f,0,0,3.6,28,L,1.8816743
44,45,61,m,1,0,4.5,27,L,0.15346938
283,45,61,m,1,0,4.4,38,U,0.15346938
284,45,61,m,1,0,4.5,22,L,0.15346938
285,45,61,m,1,0,4.4,43,U,0.15346938
45,46,33,m,1,0,4.7,31,U,1.2610456
286,46,33,m,1,0,3,13,U,1.2610456
287,46,33,m,1,0,3.7,15,U,1.2610456
46,47,58,f,1,0,3.5,34,U,0.023214415
47,48,56,f,1,0,3.7,19,U,-0.34607455
288,48,56,f,1,0,3.6,20,U,-0.34607455
289,48,56,f,1,0,3.1,23,U,-0.34607455
48,49,50,f,0,0,4,27,L,-0.744618
290,49,50,f,0,0,3.8,32,L,-0.744618
291,49,50,f,0,0,4.7,21,L,-0.744618
292,49,50,f,0,0,3.8,24,U,-0.744618
293,49,50,f,0,0,3.8,21,U,-0.744618
294,49,50,f,0,0,2.8,28,U,-0.744618
295,49,50,f,0,0,4,29,U,-0.744618
49,50,52,m,1,0,4.1,67,U,-0.74474394
296,50,52,m,1,0,4,89,U,-0.74474394
297,50,52,m,1,0,3.5,82,U,-0.74474394
298,50,52,m,1,0,3.4,122,U,-0.74474394
299,50,52,m,1,0,4,131,U,-0.74474394
300,50,52,m,1,0,3.5,114,U,-0.74474394
301,50,52,m,1,0,3.8,149,U,-0.74474394
302,50,52,m,1,0,4.7,23,U,-0.74474394
303,50,52,m,1,0,3.9,98,U,-0.74474394
304,50,52,m,1,0,4.5,27,U,-0.74474394
305,50,52,m,1,0,4.2,30,U,-0.74474394
306,50,52,m,1,0,4.7,30,U,-0.74474394
307,50,52,m,1,0,4,69,U,-0.74474394
50,51,33,f,1,0,4.4,15,U,0.6361284
308,51,33,f,1,0,4.8,10,U,0.6361284
309,51,33,f,1,0,4.8,11,U,0.6361284
310,51,33,f,1,0,4.4,14,U,0.6361284
311,51,33,f,1,0,4.7,11,U,0.6361284
312,51,33,f,1,0,4.5,14,U,0.6361284
51,52,57,m,1,0,4.2,77,U,0.5434852
313,52,57,m,1,0,4.2,41,U,0.5434852
314,52,57,m,1,0,4.4,88,U,0.5434852
315,52,57,m,1,0,4.1,78,U,0.5434852
52,53,38,f,1,0,4.5,65,U,0.98259485
316,53,38,f,1,0,4.2,157,L,0.98259485
317,53,38,f,1,0,4.8,68,U,0.98259485
318,53,38,f,1,0,4.4,67,U,0.98259485
319,53,38,f,1,0,4.7,80,U,0.98259485
320,53,38,f,1,0,4.2,137,L,0.98259485
321,53,38,f,1,0,4.5,69,U,0.98259485
53,54,34,f,1,0,3.8,91,L,-1.538843
322,54,34,f,1,0,3.4,80,L,-1.538843
323,54,34,f,1,0,3.7,90,L,-1.538843
324,54,34,f,1,0,3.6,34,U,-1.538843
325,54,34,f,1,0,3.9,73,U,-1.538843
326,54,34,f,1,0,3.9,44,U,-1.538843
54,55,34,m,1,0,3.1,36,U,1.0675308
327,55,34,m,1,0,3.7,20,U,1.0675308
328,55,34,m,1,0,3,35,L,1.0675308
55,56,32,m,1,0,3.7,248,L,-0.4143639
329,56,32,m,1,0,3.6,168,L,-0.4143639
330,56,32,m,1,0,3.6,247,L,-0.4143639
331,56,32,m,1,0,4.3,22,U,-0.4143639
332,56,32,m,1,0,4.5,103,U,-0.4143639
56,57,42,f,1,0,3.9,62,L,0.7962944
333,57,42,f,1,0,3.9,82,U,0.7962944
57,58,43,f,1,0,4,51,L,-0.6466943
334,58,43,f,1,0,4.6,35,U,-0.6466943
335,58,43,f,1,0,4.1,34,L,-0.6466943
336,58,43,f,1,0,4.2,37,L,-0.6466943
337,58,43,f,1,0,4.1,14,L,-0.6466943
338,58,43,f,1,0,3.1,266,L,-0.6466943
339,58,43,f,1,0,3.6,254,L,-0.6466943
340,58,43,f,1,0,4.2,13,U,-0.6466943
341,58,43,f,1,0,3,282,L,-0.6466943
342,58,43,f,1,0,4.2,17,U,-0.6466943
58,59,35,m,1,1,3.3,19,U,-0.42990342
343,59,35,m,1,1,3.4,42,L,-0.42990342
59,60,62,f,1,0,3.1,27,U,-0.5924066
344,60,62,f,1,0,3.1,16,U,-0.5924066
345,60,62,f,1,0,2.7,19,U,-0.5924066
61,62,39,m,1,0,4.3,29,U,0.5546651
62,63,52,f,1,0,3.7,88,U,0.6851749
346,63,52,f,1,0,3.9,98,U,0.6851749
63,64,52,f,1,0,3.4,44,U,0.9755885
347,64,52,f,1,0,3.9,65,U,0.9755885
348,64,52,f,1,0,3.6,63,U,0.9755885
64,65,52,f,0,0,4.3,75,U,-1.1787382
349,65,52,f,0,0,3.7,43,U,-1.1787382
350,65,52,f,0,0,3.6,80,U,-1.1787382
351,65,52,f,0,0,4.4,52,U,-1.1787382
352,65,52,f,0,0,4.3,48,U,-1.1787382
353,65,52,f,0,0,4.1,66,U,-1.1787382
354,65,52,f,0,0,3.7,100,U,-1.1787382
65,66,64,m,1,0,3.7,11,U,-1.1575111
355,66,64,m,1,0,3.6,16,U,-1.1575111
356,66,64,m,1,0,2.8,22,U,-1.1575111
357,66,64,m,1,0,4,11,U,-1.1575111
358,66,64,m,1,0,4.4,10,U,-1.1575111
359,66,64,m,1,0,3.6,16,U,-1.1575111
66,67,50,m,1,0,4.2,16,U,1.3273463
360,67,50,m,1,0,3.7,10,U,1.3273463
67,68,60,m,1,0,2.2,32,U,-1.5112677
361,68,60,m,1,0,2.9,10,U,-1.5112677
362,68,60,m,1,0,2.6,16,U,-1.5112677
68,69,51,f,1,0,3,67,U,0.30347311
69,70,43,m,1,0,4.3,22,L,-0.57831174
363,70,43,m,1,0,4.8,28,L,-0.57831174
364,70,43,m,1,0,4.9,30,L,-0.57831174
365,70,43,m,1,0,4.3,15,L,-0.57831174
366,70,43,m,1,0,4.4,13,L,-0.57831174
367,70,43,m,1,0,4.3,18,L,-0.57831174
368,70,43,m,1,0,4.7,26,L,-0.57831174
369,70,43,m,1,0,4.3,30,L,-0.57831174
370,70,43,m,1,0,4.6,14,L,-0.57831174
70,71,50,m,0,0,4.6,24,L,-0.67193604
371,71,50,m,0,0,4.9,22,L,-0.67193604
372,71,50,m,0,0,4.8,25,L,-0.67193604
373,71,50,m,0,0,4.7,26,L,-0.67193604
374,71,50,m,0,0,4.8,22,L,-0.67193604
375,71,50,m,0,0,4.9,26,L,-0.67193604
376,71,50,m,0,0,4.8,20,L,-0.67193604
377,71,50,m,0,0,4.8,22,L,-0.67193604
378,71,50,m,0,0,5,21,L,-0.67193604
379,71,50,m,0,0,4.5,21,L,-0.67193604
71,72,52,m,1,0,3.5,69,U,0.66833377
380,72,52,m,1,0,3.8,65,U,0.66833377
381,72,52,m,1,0,3.8,62,U,0.66833377
382,72,52,m,1,0,3.8,67,U,0.66833377
383,72,52,m,1,0,4,40,U,0.66833377
384,72,52,m,1,0,4.2,45,U,0.66833377
72,73,51,m,1,0,4.6,574,L,0.7924695
385,73,51,m,1,0,4.5,579,L,0.7924695
386,73,51,m,1,0,4.5,537,L,0.7924695
387,73,51,m,1,0,4.6,581,L,0.7924695
388,73,51,m,1,0,4.7,527,L,0.7924695
73,74,38,m,1,0,3.7,87,L,-0.6548505
389,74,38,m,1,0,4.1,84,L,-0.6548505
390,74,38,m,1,0,3.6,79,L,-0.6548505
391,74,38,m,1,0,4,92,L,-0.6548505
74,75,47,f,1,0,3.8,24,L,0.25105464
392,75,47,f,1,0,3.4,67,L,0.25105464
75,76,43,f,1,0,3.6,103,L,-0.23971781
393,76,43,f,1,0,2.8,190,L,-0.23971781
76,77,38,f,0,0,4.4,68,L,-1.1133465
394,77,38,f,0,0,4.1,60,L,-1.1133465
395,77,38,f,0,0,3.5,64,L,-1.1133465
396,77,38,f,0,0,3.4,31,L,-1.1133465
397,77,38,f,0,0,4.1,62,L,-1.1133465
398,77,38,f,0,0,4.2,37,L,-1.1133465
77,78,43,m,1,0,4.1,13,L,-0.113593474
399,78,43,m,1,0,4.3,13,L,-0.113593474
400,78,43,m,1,0,4.1,15,U,-0.113593474
401,78,43,m,1,0,3.4,79,U,-0.113593474
78,79,57,m,1,0,4.3,13,U,-0.8351366
402,79,57,m,1,0,3.5,98,U,-0.8351366
403,79,57,m,1,0,3.6,97,U,-0.8351366
79,80,51,f,1,0,4,11,U,0.90059936
404,80,51,f,1,0,3.7,78,U,0.90059936
405,80,51,f,1,0,3,56,U,0.90059936
406,80,51,f,1,0,4.6,20,U,0.90059936
80,81,45,m,0,0,4.8,17,L,-0.62076896
407,81,45,m,0,0,4,20,L,-0.62076896
408,81,45,m,0,0,4.8,19,L,-0.62076896
409,81,45,m,0,0,4.6,26,L,-0.62076896
81,82,57,m,1,0,3.5,14,L,-0.85524124
410,82,57,m,1,0,3.4,18,L,-0.85524124
411,82,57,m,1,0,4.4,12,L,-0.85524124
412,82,57,m,1,0,3.6,19,L,-0.85524124
413,82,57,m,1,0,3.8,16,L,-0.85524124
414,82,57,m,1,0,3.7,16,L,-0.85524124
415,82,57,m,1,0,4.7,12,L,-0.85524124
416,82,57,m,1,0,4.5,17,L,-0.85524124
417,82,57,m,1,0,5,15,U,-0.85524124
418,82,57,m,1,0,3.8,16,L,-0.85524124
419,82,57,m,1,0,4.1,17,L,-0.85524124
82,83,47,f,0,0,3.6,21,L,1.0659064
420,83,47,f,0,0,4.3,17,L,1.0659064
421,83,47,f,0,0,4.4,10,L,1.0659064
422,83,47,f,0,0,4.7,17,L,1.0659064
423,83,47,f,0,0,3.9,17,L,1.0659064
83,84,54,f,1,0,3.8,18,L,1.1442531
424,84,54,f,1,0,4.8,16,L,1.1442531
425,84,54,f,1,0,4.3,26,L,1.1442531
426,84,54,f,1,0,4.6,18,L,1.1442531
427,84,54,f,1,0,3.8,20,L,1.1442531
84,85,58,m,0,0,4.7,17,L,1.6859847
428,85,58,m,0,0,5,21,L,1.6859847
429,85,58,m,0,0,4.9,21,L,1.6859847
430,85,58,m,0,0,4.6,20,L,1.6859847
431,85,58,m,0,0,4.6,20,L,1.6859847
432,85,58,m,0,0,5,13,L,1.6859847
433,85,58,m,0,0,4.6,16,L,1.6859847
434,85,58,m,0,0,4.9,17,L,1.6859847
85,86,42,m,1,0,4.9,18,L,1.6848019
435,86,42,m,1,0,4,24,L,1.6848019
436,86,42,m,1,0,3.9,20,U,1.6848019
86,87,33,m,1,0,4.3,120,L,0.63624346
437,87,33,m,1,0,4.1,155,L,0.63624346
87,88,62,m,1,0,3.3,38,L,-1.2699752
438,88,62,m,1,0,2.9,70,L,-1.2699752
439,88,62,m,1,0,2.8,149,L,-1.2699752
440,88,62,m,1,0,2.8,137,L,-1.2699752
441,88,62,m,1,0,4,29,U,-1.2699752
442,88,62,m,1,0,3.3,55,L,-1.2699752
443,88,62,m,1,0,3,136,L,-1.2699752
88,89,35,f,1,0,3.4,96,L,1.6811029
444,89,35,f,1,0,3.6,60,L,1.6811029
445,89,35,f,1,0,3.8,108,L,1.6811029
90,91,52,f,1,0,4,111,L,-0.090181455
447,91,52,f,1,0,4.7,17,L,-0.090181455
448,91,52,f,1,0,4.7,19,L,-0.090181455
91,92,60,f,1,1,3.9,27,U,-0.14502572
449,92,60,f,1,1,3.9,19,U,-0.14502572
450,92,60,f,1,1,4.4,13,U,-0.14502572
451,92,60,f,1,1,3.6,19,U,-0.14502572
452,92,60,f,1,1,4.2,22,U,-0.14502572
453,92,60,f,1,1,3.4,20,U,-0.14502572
454,92,60,f,1,1,4,27,U,-0.14502572
92,93,32,m,1,0,4.3,132,L,1.1430446
455,93,32,m,1,0,4.2,127,L,1.1430446
456,93,32,m,1,0,4.4,85,U,1.1430446
457,93,32,m,1,0,4.5,101,L,1.1430446
458,93,32,m,1,0,3.2,21,L,1.1430446
459,93,32,m,1,0,4.3,86,U,1.1430446
93,94,42,f,1,1,3.3,84,U,0.33205065
460,94,42,f,1,1,3.3,67,U,0.33205065
461,94,42,f,1,1,3.2,66,U,0.33205065
462,94,42,f,1,1,4.1,35,L,0.33205065
